,well_id,results,chemical,date,units,qualifer,rl,latitude,longitude,well_type,well_depth_ft,top_of_screen_ft,screen_length_ft,source,source_name,other_names,year,month
219753,OV-24,0.02,TCE,2006-10-04,UG/L,<,0.038,37.16594444,-118.28158333,MUNICIPAL,305.0,120.0,180.0,USGS,OV-24,OV-24,2006,10
220023,OVU-06,0.02,TCE,2006-10-25,UG/L,<,0.038,37.14294444,-118.236,MUNICIPAL,48.0,28.0,20.0,USGS,OVU-06,OVU-06,2006,10
220278,OVU-05,0.02,TCE,2006-10-24,UG/L,<,0.038,36.73494444,-118.14952778,MUNICIPAL,47.0,27.0,20.0,USGS,OVU-05,OVU-05,2006,10
220614,OV-29,0.022000000000000002,TCE,2010-10-28,UG/L,<,0.022000000000000002,37.81961111,-118.47952778,MUNICIPAL,200.0,180.0,20.0,USGS,OV-29,OV-29,2010,10
220630,OV-29,0.025,TCE,2016-12-06,UG/L,<,0.025,37.81961111,-118.47952778,MUNICIPAL,200.0,180.0,20.0,USGS,OV-29,OV-29,2016,12
220664,SCRV-09,0.02,TCE,2007-04-05,UG/L,<,0.02,34.29697222,-119.13786111,MUNICIPAL,863.0,703.0,160.0,USGS,SCRV-09,SCRV-09,2007,4
220726,SCRVU-03,0.02,TCE,2007-04-11,UG/L,<,0.02,34.26969444,-119.12838889,MUNICIPAL,330.0,100.0,220.0,USGS,SCRVU-03,SCRVU-03,2007,4
220792,SCRV-16,0.025,TCE,2017-06-28,UG/L,<,0.025,34.35613889,-119.04630556,MUNICIPAL,700.0,260.0,440.0,USGS,SCRV-16,SCRV-16,2017,6
220834,SCRV-36,0.022000000000000002,TCE,2011-04-28,UG/L,<,0.022000000000000002,34.41258333,-118.79577778,MUNICIPAL,300.0,0.0,0.0,USGS,SCRV-36,SCRV-36,2011,4
220981,COLOR-18,0.02,TCE,2007-12-12,UG/L,<,0.02,33.61702778,-114.68788889,MUNICIPAL,600.0,150.0,430.0,USGS,COLOR-18,COLOR-18,2007,12
221003,COLOR-06,0.02,TCE,2007-10-24,UG/L,<,0.02,33.61280215,-114.60329021,MUNICIPAL,505.0,421.0,-421.0,USGS,COLOR-06,COLOR-06,2007,10
221176,S9_REDBLS_RED23,0.025,TCE,2019-03-12,UG/L,<,0.025,40.50986111,-122.20513889,MUNICIPAL,,,,USGS,S9_REDBLS_RED23,S9_REDBLS_RED23,2019,3
221352,ESAC-FP-02,0.038,TCE,2006-08-21,UG/L,<,0.038,39.73172222,-121.865,MUNICIPAL,650.0,0.0,0.0,USGS,ESAC-FP-02,ESAC-FP-02,2006,8
221682,S7-SAC-NA13,0.025,TCE,2017-10-04,UG/L,<,0.025,38.7785,-121.60191667,MUNICIPAL,135.0,105.0,30.0,USGS,S7-SAC-NA13,S7-SAC-NA13,2017,10
221788,NAM-02,0.038,TCE,2005-03-29,UG/L,<,0.038,38.6175,-121.46888889,MUNICIPAL,375.0,112.0,216.0,USGS,NAM-02,NAM-02,2005,3
221916,SAM-07,0.278,TCE,2005-04-05,UG/L,,0.038,38.58722222,-121.3125,MUNICIPAL,308.0,180.0,122.0,USGS,SAM-07,SAM-07,2005,4
221928,SAM-07,0.525,TCE,2014-03-12,UG/L,,0.022000000000000002,38.58722222,-121.3125,MUNICIPAL,308.0,180.0,122.0,USGS,SAM-07,SAM-07,2014,3
222006,S7-SAC-NA18,0.025,TCE,2017-10-17,UG/L,<,0.025,38.88222222,-121.60611111,MUNICIPAL,105.0,90.0,15.0,USGS,S7-SAC-NA18,S7-SAC-NA18,2017,10
222037,ESAC-27,0.025,TCE,2016-10-04,UG/L,<,0.025,39.15472222,-121.59266667,MUNICIPAL,135.0,65.0,60.0,USGS,ESAC-27,ESAC-27,2016,10
222126,NSAC-MW-02,0.02,TCE,2008-01-08,UG/L,<,0.02,39.94558333,-122.03994444,MUNICIPAL,369.0,164.0,195.0,USGS,NSAC-MW-02,NSAC-MW-02,2008,1
222190,ESAC-12,0.038,TCE,2006-07-17,UG/L,<,0.038,39.59672222,-121.97838889,MUNICIPAL,375.0,0.0,370.0,USGS,ESAC-12,ESAC-12,2006,7
222359,ESAC-07,0.038,TCE,2006-07-12,UG/L,<,0.038,39.44205556,-121.60558333,MUNICIPAL,220.0,80.0,140.0,USGS,ESAC-07,ESAC-07,2006,7
222677,SUI-03,0.038,TCE,2005-05-12,UG/L,<,0.038,38.20433333,-121.87461111,MUNICIPAL,225.0,60.0,20.0,USGS,SUI-03,SUI-03,2005,5
222759,SOL-06,0.022000000000000002,TCE,2011-12-14,UG/L,<,0.022000000000000002,38.24055556,-121.51111111,MUNICIPAL,244.0,228.0,12.0,USGS,SOL-06,SOL-06,2011,12
222913,S-MS-SV31,0.022000000000000002,TCE,2013-03-12,UG/L,<,0.022000000000000002,36.41052778,-121.28263889,MUNICIPAL,125.0,0.0,0.0,USGS,S-MS-SV31,S-MS-SV31,2013,3
223050,MSSV-01,0.038,TCE,2005-07-26,UG/L,<,0.038,35.95805556,-120.86344444,MUNICIPAL,251.0,0.0,0.0,USGS,MSSV-01,MSSV-01,2005,7
223268,S-MS-SV24,0.022000000000000002,TCE,2012-11-06,UG/L,<,0.022000000000000002,36.32830556,-121.26041667,MUNICIPAL,670.0,550.0,100.0,USGS,S-MS-SV24,S-MS-SV24,2012,11
223484,MSSV-09,0.038,TCE,2005-09-14,UG/L,<,0.038,36.26438889,-121.18380556,MUNICIPAL,275.0,115.0,105.0,USGS,MSSV-09,MSSV-09,2005,9
223892,ULASF-08,77.6,TCE,2005-06-06,UG/L,,3.8,34.15811111,-118.28630556,MUNICIPAL,400.0,200.0,180.0,USGS,ULASF-08,ULASF-08,2005,6
223990,CLABCB-19,1.15,TCE,2006-11-15,UG/L,,0.02,34.00652778,-118.21541667,MUNICIPAL,1010.0,617.0,356.0,USGS,CLABCB-19,CLABCB-19,2006,11
224186,ULASGU-10,0.038,TCE,2005-07-14,UG/L,<,0.038,34.01222222,-118.06758333,MUNICIPAL,264.0,25.0,235.0,USGS,ULASGU-10,ULASGU-10,2005,7
224280,ULASG-05,0.038,TCE,2005-06-14,UG/L,<,0.038,34.05591667,-118.00219444,MUNICIPAL,1290.0,1013.0,262.0,USGS,ULASG-05,ULASG-05,2005,6
224306,ULASG-15,0.038,TCE,2005-06-23,UG/L,<,0.038,34.15188889,-117.92030556,MUNICIPAL,0.0,115.0,225.0,USGS,ULASG-15,ULASG-15,2005,6
224345,ULASG-15,0.022000000000000002,TCE,2012-03-14,UG/L,<,0.022000000000000002,34.15188889,-117.92030556,MUNICIPAL,0.0,115.0,225.0,USGS,ULASG-15,ULASG-15,2012,3
224444,ULASG-01,0.022000000000000002,TCE,2015-08-10,UG/L,<,0.022000000000000002,34.06913889,-117.88780556,MUNICIPAL,810.0,670.0,120.0,USGS,ULASG-01,ULASG-01,2015,8
224546,ULASGU-03,0.038,TCE,2005-06-15,UG/L,<,0.038,34.14238889,-117.93844444,MUNICIPAL,507.0,280.0,220.0,USGS,ULASGU-03,ULASGU-03,2005,6
224682,CE-QPC-02,0.022000000000000002,TCE,2016-03-01,UG/L,<,0.022000000000000002,37.64116667,-120.7455,MUNICIPAL,300.0,124.0,-124.0,USGS,CE-QPC-02,CE-QPC-02,2016,3
224976,S3-MACK-K38,0.022000000000000002,TCE,2013-09-10,UG/L,<,0.022000000000000002,36.72104641,-119.60115138,MUNICIPAL,81.0,71.0,5.0,USGS,S3-MACK-K38,S3-MACK-K38,2013,9
224993,KERN-29,0.022000000000000002,TCE,2010-02-10,UG/L,<,0.022000000000000002,35.74286111,-119.17533333,MUNICIPAL,500.0,320.0,180.0,USGS,KERN-29,KERN-29,2010,2
225503,KWH-10,0.02,TCE,2008-11-05,UG/L,<,0.02,36.14744444,-119.05605556,MUNICIPAL,323.0,0.0,0.0,USGS,KWH-10,KWH-10,2008,11
225664,S4-TUSK-TLE16,0.022000000000000002,TCE,2015-04-08,UG/L,<,0.022000000000000002,36.05544444,-119.14341667,MUNICIPAL,400.0,0.0,0.0,USGS,S4-TUSK-TLE16,S4-TUSK-TLE16,2015,4
225895,KING-30,0.038,TCE,2005-11-03,UG/L,<,0.038,36.66180556,-119.44888889,MUNICIPAL,490.0,330.0,140.0,USGS,KING-30,KING-30,2005,11
225976,S3-MACK-K47,0.022000000000000002,TCE,2014-03-03,UG/L,<,0.022000000000000002,36.76825,-119.40472222,MUNICIPAL,102.0,28.0,74.0,USGS,S3-MACK-K47,S3-MACK-K47,2014,3
226005,MADCHOW-11,0.02,TCE,2008-04-24,UG/L,<,0.02,37.09477778,-120.14747222,MUNICIPAL,780.0,385.0,385.0,USGS,MADCHOW-11,MADCHOW-11,2008,4
226126,KING-17,0.038,TCE,2005-10-26,UG/L,<,0.038,36.69930556,-119.79766667,MUNICIPAL,650.0,320.0,320.0,USGS,KING-17,KING-17,2005,10
226290,MODFP-04,0.038,TCE,2006-03-30,UG/L,<,0.038,37.70465148,-120.91159947,MUNICIPAL,275.0,116.0,159.0,USGS,MODFP-04,MODFP-04,2006,3
226384,KERN-36,0.038,TCE,2006-01-26,UG/L,<,0.038,35.36361111,-119.10366667,MUNICIPAL,720.0,400.0,320.0,USGS,KERN-36,KERN-36,2006,1
226409,MER-14,0.022000000000000002,TCE,2010-01-27,UG/L,<,0.022000000000000002,37.36611111,-120.57636111,MUNICIPAL,734.0,261.0,469.0,USGS,MER-14,MER-14,2010,1
226473,KING-11,0.02,TCE,2008-11-05,UG/L,<,0.02,36.54047222,-119.37838889,MUNICIPAL,540.0,280.0,240.0,USGS,KING-11,KING-11,2008,11
226804,MOD-09,0.038,TCE,2006-03-23,UG/L,<,0.038,37.77811111,-120.80608333,MUNICIPAL,338.0,307.0,31.0,USGS,MOD-09,MOD-09,2006,3
226867,MER-03,0.025,TCE,2006-03-30,UG/L,=,0.038,37.36013889,-120.60119444,MUNICIPAL,526.0,305.0,210.0,USGS,MER-03,MER-03,2006,3
226917,S3-MACK-K46,0.022000000000000002,TCE,2014-02-24,UG/L,<,0.022000000000000002,36.70125,-119.49772222,MUNICIPAL,160.0,146.0,14.0,USGS,S3-MACK-K46,S3-MACK-K46,2014,2
227143,KINGFP-13,0.038,TCE,2005-11-15,UG/L,<,0.038,36.69913889,-119.79794444,MUNICIPAL,148.0,108.0,30.0,USGS,KINGFP-13,KINGFP-13,2005,11
227183,TULE-10,0.02,TCE,2008-11-03,UG/L,<,0.02,36.0225,-119.09716667,MUNICIPAL,965.0,201.0,764.0,USGS,TULE-10,TULE-10,2008,11
227199,TULE-10,0.022000000000000002,TCE,2015-10-26,UG/L,<,0.022000000000000002,36.0225,-119.09716667,MUNICIPAL,965.0,201.0,764.0,USGS,TULE-10,TULE-10,2015,10
227248,S3-MACK-K39,0.022000000000000002,TCE,2014-03-03,UG/L,<,0.022000000000000002,36.62711111,-119.47944444,MUNICIPAL,200.0,180.0,20.0,USGS,S3-MACK-K39,S3-MACK-K39,2014,3
227258,S3-MACK-K39,0.025,TCE,2019-03-05,UG/L,<,0.025,36.62711111,-119.47944444,MUNICIPAL,200.0,180.0,20.0,USGS,S3-MACK-K39,S3-MACK-K39,2019,3
227309,TRLKMW-05,0.038,TCE,2006-03-29,UG/L,<,0.038,37.46160283,-120.74436843,MUNICIPAL,97.0,87.0,5.0,USGS,TRLKMW-05,TRLKMW-05,2006,3
227438,S3-MACK-K21,0.022000000000000002,TCE,2014-02-05,UG/L,<,0.022000000000000002,36.75802778,-120.09747222,MUNICIPAL,175.0,135.0,40.0,USGS,S3-MACK-K21,S3-MACK-K21,2014,2
227520,KERN-19,0.076,TCE,2006-02-09,UG/L,<,0.038,35.41186111,-119.09416667,MUNICIPAL,700.0,260.0,420.0,USGS,KERN-19,KERN-19,2006,2
227573,KING-34,0.038,TCE,2005-11-28,UG/L,<,0.038,36.60083333,-119.90680556,MUNICIPAL,0.0,0.0,0.0,USGS,KING-34,KING-34,2005,11
227586,KWH-07,0.038,TCE,2005-11-16,UG/L,<,0.038,36.37711111,-119.03888889,MUNICIPAL,0.0,0.0,0.0,USGS,KWH-07,KWH-07,2005,11
227791,MOD-08,0.038,TCE,2006-03-21,UG/L,<,0.038,37.64561111,-120.77361111,MUNICIPAL,296.0,200.0,92.0,USGS,MOD-08,MOD-08,2006,3
227862,KERN-28,0.038,TCE,2006-02-27,UG/L,<,0.038,35.49988889,-119.14727778,MUNICIPAL,763.0,482.0,281.0,USGS,KERN-28,KERN-28,2006,2
227877,KERN-22,0.038,TCE,2006-02-13,UG/L,<,0.038,35.4415,-119.02944444,MUNICIPAL,970.0,0.0,0.0,USGS,KERN-22,KERN-22,2006,2
227890,KING-14,0.038,TCE,2005-10-24,UG/L,<,0.038,36.73319444,-120.05116667,MUNICIPAL,800.0,640.0,140.0,USGS,KING-14,KING-14,2005,10
228008,KWH-01,0.038,TCE,2005-10-31,UG/L,<,0.038,36.31941667,-119.24919444,MUNICIPAL,640.0,245.0,375.0,USGS,KWH-01,KWH-01,2005,10
228040,KING-19,0.038,TCE,2005-10-27,UG/L,<,0.038,36.47788889,-119.44202778,MUNICIPAL,260.0,218.0,42.0,USGS,KING-19,KING-19,2005,10
228052,KERN-31,0.044000000000000004,TCE,2006-03-01,UG/L,=,0.038,35.30744444,-118.99608333,MUNICIPAL,590.0,300.0,290.0,USGS,KERN-31,KERN-31,2006,3
228257,SF-20,0.022000000000000002,TCE,2011-03-21,UG/L,<,0.022000000000000002,37.28283333,-121.96158333,MUNICIPAL,840.0,358.0,440.0,USGS,SF-20,SF-20,2011,3
228295,SF-22,0.02,TCE,2007-05-03,UG/L,<,0.02,37.30255556,-121.93213889,MUNICIPAL,827.0,378.0,440.0,USGS,SF-22,SF-22,2007,5
228633,SCRC-B16,0.02,TCE,2008-06-19,UG/L,<,0.02,34.93447222,-120.42702778,MUNICIPAL,370.0,185.0,180.0,USGS,SCRC-B16,SCRC-B16,2008,6
228723,SCRC-B17,0.02,TCE,2008-06-19,UG/L,<,0.02,34.96775563,-120.40960683,MUNICIPAL,191.0,135.0,-135.0,USGS,SCRC-B17,SCRC-B17,2008,6
228866,SIERRA-S-03,0.02,TCE,2008-10-20,UG/L,<,0.02,39.80675,-120.50197222,MUNICIPAL,520.0,110.0,410.0,USGS,SIERRA-S-03,SIERRA-S-03,2008,10
229129,TTAHO-04,0.02,TCE,2007-07-24,UG/L,<,0.02,39.06522222,-120.15275,MUNICIPAL,240.0,60.0,150.0,USGS,TTAHO-04,TTAHO-04,2007,7
229273,TTAHO-10,0.022000000000000002,TCE,2012-08-29,UG/L,<,0.022000000000000002,38.87652778,-120.03180556,MUNICIPAL,250.0,95.0,150.0,USGS,TTAHO-10,TTAHO-10,2012,8
229434,"SIERRA-S-02, TTAHOU-01",0.025,TCE,2018-08-28,UG/L,<,0.025,38.86047222,-120.02252778,MUNICIPAL,330.0,130.0,180.0,USGS,"SIERRA-S-02, TTAHOU-01","SIERRA-S-02, TTAHOU-01",2018,8
229776,SDTEMFP-01,0.025,TCE,2019-06-05,UG/L,<,0.025,33.47916667,-117.11427778,MUNICIPAL,2500.0,234.0,1913.0,USGS,SDTEMFP-01,SDTEMFP-01,2019,6
229990,SDTEM-03,0.038,TCE,2004-05-24,UG/L,<,0.038,33.51797222,-117.14475,MUNICIPAL,926.0,466.0,443.0,USGS,SDTEM-03,SDTEM-03,2004,5
230055,NOCO-IN-13,0.02,TCE,2009-06-24,UG/L,<,0.02,39.15239286,-123.18917141,MUNICIPAL,36.0,15.0,21.0,USGS,NOCO-IN-13,NOCO-IN-13,2009,6
230273,USAWR-12,0.02,TCE,2009-04-29,UG/L,<,0.02,33.87322222,-117.58680556,MUNICIPAL,515.0,200.0,50.0,USGS,USAWR-12,USAWR-12,2009,4
230449,ULASG-17,0.062,TCE,2005-07-11,UG/L,=,0.038,34.0515,-117.809,MUNICIPAL,186.0,0.0,0.0,USGS,ULASG-17,ULASG-17,2005,7
230729,USAWC-01,0.02,TCE,2007-01-29,UG/L,<,0.02,34.06458333,-117.45544444,MUNICIPAL,795.0,0.0,0.0,USGS,USAWC-01,USAWC-01,2007,1
230842,USAWU-09,0.02,TCE,2007-02-15,UG/L,<,0.02,34.02675,-117.61377778,MUNICIPAL,310.0,290.0,20.0,USGS,USAWU-09,USAWU-09,2007,2
231240,USAWC-03,0.02,TCE,2007-01-29,UG/L,<,0.02,34.12108333,-117.41991667,MUNICIPAL,1047.0,0.0,0.0,USGS,USAWC-03,USAWC-03,2007,1
231452,SDALLV-02,0.038,TCE,2004-07-01,UG/L,<,0.038,33.52991667,-117.67219444,MUNICIPAL,130.0,94.0,23.0,USGS,SDALLV-02,SDALLV-02,2004,7
231491,NSFVOL-06,0.038,TCE,2004-09-28,UG/L,<,0.038,38.18891667,-122.44147222,MUNICIPAL,280.0,200.0,80.0,USGS,NSFVOL-06,NSFVOL-06,2004,9
231508,NSFVOL-06,0.022000000000000002,TCE,2014-11-18,UG/L,<,0.022000000000000002,38.18891667,-122.44147222,MUNICIPAL,280.0,200.0,80.0,USGS,NSFVOL-06,NSFVOL-06,2014,11
231757,ESAC-17,0.038,TCE,2006-07-20,UG/L,<,0.038,39.10886111,-121.63430556,MUNICIPAL,120.0,105.0,-105.0,USGS,ESAC-17,ESAC-17,2006,7
231882,RED-12,0.025,TCE,2018-01-16,UG/L,<,0.025,40.55133333,-122.24008333,MUNICIPAL,360.0,160.0,200.0,USGS,RED-12,RED-12,2018,1
232166,KLAM-20,0.022000000000000002,TCE,2010-11-17,UG/L,<,0.022000000000000002,40.85758333,-122.81563889,MUNICIPAL,0.0,0.0,0.0,USGS,KLAM-20,KLAM-20,2010,11
232446,S6-MCAW-C12,0.022000000000000002,TCE,2016-09-13,UG/L,<,0.022000000000000002,38.64155556,-120.74386111,MUNICIPAL,200.0,150.0,50.0,USGS,S6-MCAW-C12,S6-MCAW-C12,2016,9
232463,S6-MCAW-C13,0.022000000000000002,TCE,2016-08-10,UG/L,<,0.022000000000000002,38.67761111,-120.72402778,MUNICIPAL,150.0,0.0,0.0,USGS,S6-MCAW-C13,S6-MCAW-C13,2016,8
232633,MODFP-01,0.038,TCE,2006-03-13,UG/L,<,0.038,37.62413889,-121.08611111,MUNICIPAL,279.5,269.0,5.0,USGS,MODFP-01,MODFP-01,2006,3
232744,USAWS-01,0.015,TCE,2007-01-22,UG/L,=,0.02,33.92927778,-117.28194444,MUNICIPAL,225.0,100.0,105.0,USGS,USAWS-01,USAWS-01,2007,1
232770,USAWS-01,0.013999999999999999,TCE,2017-02-15,UG/L,,0.025,33.92927778,-117.28194444,MUNICIPAL,225.0,100.0,105.0,USGS,USAWS-01,USAWS-01,2017,2
232968,SIERRA-ML-15,0.02,TCE,2008-09-09,UG/L,<,0.02,39.9395,-120.95966667,MUNICIPAL,168.0,0.0,0.0,USGS,SIERRA-ML-15,SIERRA-ML-15,2008,9
233020,CAMP-QV-01,0.022000000000000002,TCE,2010-07-20,UG/L,<,0.022000000000000002,41.57319444,-121.61047222,MUNICIPAL,0.0,0.0,0.0,USGS,CAMP-QV-01,CAMP-QV-01,2010,7
233054,CAMP-HL-05,0.022000000000000002,TCE,2010-08-18,UG/L,<,0.022000000000000002,40.38411111,-120.58797222,MUNICIPAL,190.0,190.0,0.0,USGS,CAMP-HL-05,CAMP-HL-05,2010,8
233224,S3-MACK-K09,0.022000000000000002,TCE,2014-02-23,UG/L,<,0.022000000000000002,36.68119444,-120.14869444,MUNICIPAL,258.0,218.0,40.0,USGS,S3-MACK-K09,S3-MACK-K09,2014,2
233649,CGOLD-03,0.038,TCE,2006-05-09,UG/L,<,0.038,37.22630556,-119.72055556,MUNICIPAL,680.0,50.0,630.0,USGS,CGOLD-03,CGOLD-03,2006,5
233656,WSAC-19,0.038,TCE,2006-08-01,UG/L,<,0.038,38.92855556,-121.92352778,MUNICIPAL,364.0,348.0,8.0,USGS,WSAC-19,WSAC-19,2006,8
233789,COLOR-20,0.02,TCE,2007-12-18,UG/L,<,0.02,34.76422222,-114.61927778,MUNICIPAL,700.0,0.0,0.0,USGS,COLOR-20,COLOR-20,2007,12
233999,NOCO-CO-30,0.022000000000000002,TCE,2009-10-08,UG/L,<,0.022000000000000002,40.56622222,-124.11033333,MUNICIPAL,196.0,166.0,30.0,USGS,NOCO-CO-30,NOCO-CO-30,2009,10
234365,S-MS-H07,0.022000000000000002,TCE,2013-04-11,UG/L,<,0.022000000000000002,36.49375,-121.51997222,MUNICIPAL,24.0,0.0,0.0,USGS,S-MS-H07,S-MS-H07,2013,4
234376,S4-TUSK-TLE10,0.022000000000000002,TCE,2015-03-25,UG/L,<,0.022000000000000002,35.87036111,-119.26805556,MUNICIPAL,300.0,200.0,100.0,USGS,S4-TUSK-TLE10,S4-TUSK-TLE10,2015,3
234474,S6-MCAW-M03,0.025,TCE,2016-12-19,UG/L,<,0.025,38.40227778,-120.90997222,MUNICIPAL,530.0,20.0,510.0,USGS,S6-MCAW-M03,S6-MCAW-M03,2016,12
234742,ESAC-FP-05,0.038,TCE,2006-08-24,UG/L,<,0.038,39.49275,-121.96483333,MUNICIPAL,100.0,0.0,0.0,USGS,ESAC-FP-05,ESAC-FP-05,2006,8
235360,S5-YB-B06,0.022000000000000002,TCE,2016-01-25,UG/L,<,0.022000000000000002,39.18625,-121.23947222,MUNICIPAL,320.0,0.0,0.0,USGS,S5-YB-B06,S5-YB-B06,2016,1
235425,S8_MOBS_R28,0.025,TCE,2018-02-14,UG/L,<,0.025,34.838,-117.14555556,MUNICIPAL,527.0,0.0,0.0,USGS,S8_MOBS_R28,S8_MOBS_R28,2018,2
235528,SIERRA-G-08,0.022000000000000002,TCE,2012-10-03,UG/L,<,0.022000000000000002,37.10505556,-119.31955556,MUNICIPAL,120.0,57.0,63.0,USGS,SIERRA-G-08,SIERRA-G-08,2012,10
235596,ANT-02,0.02,TCE,2008-01-28,UG/L,<,0.02,34.55838889,-118.03194444,MUNICIPAL,400.0,0.0,0.0,USGS,ANT-02,ANT-02,2008,1
235710,MSPR-01,0.038,TCE,2005-07-19,UG/L,<,0.038,35.51547222,-120.66727778,MUNICIPAL,500.0,150.0,350.0,USGS,MSPR-01,MSPR-01,2005,7
235721,MSPR-01,0.022000000000000002,TCE,2014-08-11,UG/L,<,0.022000000000000002,35.51547222,-120.66727778,MUNICIPAL,500.0,150.0,350.0,USGS,MSPR-01,MSPR-01,2014,8
235965,COA-05,0.02,TCE,2007-03-05,UG/L,<,0.02,33.76322222,-116.34388889,MUNICIPAL,1090.0,710.0,380.0,USGS,COA-05,COA-05,2007,3
236450,S5-YB-Y47,0.022000000000000002,TCE,2016-05-23,UG/L,<,0.022000000000000002,39.55277778,-120.81441667,MUNICIPAL,0.0,0.0,0.0,USGS,S5-YB-Y47,S5-YB-Y47,2016,5
236474,S5-YB-B07,0.022000000000000002,TCE,2016-01-26,UG/L,<,0.022000000000000002,39.15397776,-121.20223207,MUNICIPAL,205.0,82.0,123.0,USGS,S5-YB-B07,S5-YB-B07,2016,1
236503,S6-MCAW-C09,0.025,TCE,2016-11-01,UG/L,<,0.025,38.50575,-120.82258333,MUNICIPAL,330.0,230.0,100.0,USGS,S6-MCAW-C09,S6-MCAW-C09,2016,11
236552,S-NSF-H17,0.022000000000000002,TCE,2012-04-23,UG/L,<,0.022000000000000002,38.39458333,-122.87944444,MUNICIPAL,,,,USGS,S-NSF-H17,S-NSF-H17,2012,4
236706,MSMB-09,0.038,TCE,2005-08-15,UG/L,<,0.038,36.92625,-121.78677778,MUNICIPAL,466.0,198.0,248.0,USGS,MSMB-09,MSMB-09,2005,8
237155,CD-03,0.02,TCE,2008-12-16,UG/L,<,0.02,34.16269444,-116.49819444,MUNICIPAL,0.0,0.0,0.0,USGS,CD-03,CD-03,2008,12
237356,CAMP-TV-15,0.022000000000000002,TCE,2013-07-29,UG/L,<,0.022000000000000002,41.91855556,-122.45738889,MUNICIPAL,275.0,54.0,221.0,USGS,CAMP-TV-15,CAMP-TV-15,2013,7
237573,S-MS-P07,0.022000000000000002,TCE,2013-03-05,UG/L,<,0.022000000000000002,36.85477778,-121.79325,MUNICIPAL,190.0,140.0,20.0,USGS,S-MS-P07,S-MS-P07,2013,3
237721,S7-SAC-SA08,0.025,TCE,2017-11-01,UG/L,<,0.025,38.48613889,-121.36338889,MUNICIPAL,330.0,163.0,167.0,USGS,S7-SAC-SA08,S7-SAC-SA08,2017,11
237833,ESJ-19,0.038,TCE,2005-02-18,UG/L,<,0.038,37.98855556,-121.30736111,MUNICIPAL,519.0,195.0,300.0,USGS,ESJ-19,ESJ-19,2005,2
237873,SOL-03,0.038,TCE,2005-03-23,UG/L,<,0.038,38.35669444,-121.94975,MUNICIPAL,940.0,0.0,0.0,USGS,SOL-03,SOL-03,2005,3
237995,KERN-20,0.022000000000000002,TCE,2015-12-03,UG/L,<,0.022000000000000002,35.22933333,-119.25658333,MUNICIPAL,1000.0,0.0,0.0,USGS,KERN-20,KERN-20,2015,12
238074,COA-02,0.02,TCE,2007-02-28,UG/L,<,0.02,33.45905556,-116.05938889,MUNICIPAL,550.0,230.0,250.0,USGS,COA-02,COA-02,2007,2
238301,BEAR-S14,0.022000000000000002,TCE,2010-05-06,UG/L,<,0.022000000000000002,34.22250835,-116.80919379,MUNICIPAL,0.0,0.0,0.0,USGS,BEAR-S14,BEAR-S14,2010,5
238314,CAMP-TV-01,0.022000000000000002,TCE,2010-07-12,UG/L,<,0.022000000000000002,41.92811111,-122.36141667,MUNICIPAL,218.0,175.0,43.0,USGS,CAMP-TV-01,CAMP-TV-01,2010,7
238398,SB-04,0.022000000000000002,TCE,2011-01-31,UG/L,<,0.022000000000000002,34.43111111,-119.79627778,MUNICIPAL,700.0,180.0,500.0,USGS,SB-04,SB-04,2011,1
238451,KLAM-25,0.022000000000000002,TCE,2010-11-30,UG/L,<,0.022000000000000002,40.77533333,-122.34083333,MUNICIPAL,125.1,0.0,0.0,USGS,KLAM-25,KLAM-25,2010,11
238565,S3-MACK-M28,0.022000000000000002,TCE,2014-04-09,UG/L,<,0.022000000000000002,37.12575,-120.07577778,MUNICIPAL,340.0,0.0,0.0,USGS,S3-MACK-M28,S3-MACK-M28,2014,4
238667,S6-MCAW-M02,0.025,TCE,2016-10-18,UG/L,<,0.025,38.36352778,-120.87847222,MUNICIPAL,800.0,620.0,180.0,USGS,S6-MCAW-M02,S6-MCAW-M02,2016,10
238689,S8_MOBS_R08,0.025,TCE,2018-05-30,UG/L,<,0.025,34.71752778,-117.40558333,MUNICIPAL,360.0,110.0,250.0,USGS,S8_MOBS_R08,S8_MOBS_R08,2018,5
238783,S-NSF-VP23,0.022000000000000002,TCE,2012-07-09,UG/L,<,0.022000000000000002,38.25044444,-122.36069444,MUNICIPAL,,,,USGS,S-NSF-VP23,S-NSF-VP23,2012,7
238896,MODFP-02,0.038,TCE,2006-03-13,UG/L,<,0.038,37.62413889,-121.08611111,MUNICIPAL,183.0,174.0,5.0,USGS,MODFP-02,MODFP-02,2006,3
239048,COA-03,0.02,TCE,2007-02-28,UG/L,<,0.02,33.79219444,-116.29536111,MUNICIPAL,0.0,0.0,0.0,USGS,COA-03,COA-03,2007,2
239068,SFM-D4,0.02,TCE,2007-05-14,UG/L,<,0.02,37.525999999999996,-121.98686111,MUNICIPAL,80.0,50.0,30.0,USGS,SFM-D4,SFM-D4,2007,5
239112,MOJO-01,0.02,TCE,2008-02-04,UG/L,<,0.02,34.51483333,-117.26125,MUNICIPAL,393.0,168.0,205.0,USGS,MOJO-01,MOJO-01,2008,2
239205,ANT-20,0.02,TCE,2008-02-05,UG/L,<,0.02,34.52269444,-118.04622222,MUNICIPAL,350.0,0.0,0.0,USGS,ANT-20,ANT-20,2008,2
